,airbnb_id,airbnb_name,host_id,price,room_type,number_of_reviews,availability_365
160048,43213097,Monthly Cozy and Sunny 2 bedroom apartment,5302735,169,Entire home/apt,1,153
160049,43213162,"Charming Top Floor Apartment in BedStuy, Brooklyn",3261533,80,Entire home/apt,1,250
160050,43213456,Unique West Village 1BR,60102990,160,Entire home/apt,0,357
160051,43213811,Relaxing Williamsburg Garden Duplex,344069904,150,Entire home/apt,8,116
160052,43214108,Amazing NYC Condo - Breathtaking,125710073,600,Entire home/apt,0,363
160053,43214847,East Village Cozy Apartment,8117134,200,Entire home/apt,0,0
160054,43215017,Midtown Apartment,91601252,121,Entire home/apt,0,79
160055,43215046,Ultimate East Williamsburg Individual Bedroom(s),251991421,88,Private room,0,359
160056,43218337,Prime Downtown! Lower East/Little Italy Private BR,319427344,59,Private room,0,280
160057,43218562,Modern Studio Apartment,253690060,60,Private room,0,220
160058,43218580,Private BR in Prime Downtown Location!,319427344,59,Private room,0,159
160059,43218938,Prime Downtown Location! Private BR!,319427344,59,Private room,0,104
160060,43219382,Master bedroom on 2/F. Lots of lights easy commute,137358866,20,Private room,0,347
160061,43219670,"2Bdrm, 1Bath, Den, Desk, eat-in Kit/$185 per nite",7580102,150,Private room,0,0
160062,43219683,Alohause | Wall St | Dazzling Room + Financial Dt,336064553,49,Private room,1,344
160063,43219745,Alohause | Wall St | Light-filled Room + FIDI,336064553,59,Private room,0,313
160064,43219799,Alohause | Wall St | Neat & Tidy Room + Desk,336064553,69,Private room,1,7
160065,43219834,Alohause | Wall St | Chic & Bright Room + FIDI,336064553,55,Private room,0,132
160066,43219878,Alohause | Wall St | Fashion Room + Financial Dt,336064553,45,Private room,1,193
160067,43219928,Alohause | Wall St | Breathtaking Room + FIDI,336064553,39,Private room,0,341
160068,43219996,Alohause | Wall St | Majestic Room + Financial Dt,336064553,49,Private room,1,182
160069,43220041,Alohause | Wall St | Showy & Neat Room + FIDI,336064553,39,Private room,0,343
160070,43220073,Alohause | Wall St | Gaudy & Tidy Room + FIDI,336064553,33,Private room,0,208
160071,43220107,Alohause | Wall St | Hipster & Neat Room + FIDI,336064553,49,Private room,0,346
160072,43220180,Alohause | Wall St | Single & Sunny Room + FIDI,336064553,45,Private room,0,192
160073,43220251,Alohause | Wall St | Fashionable Room + FIDI,336064553,59,Private room,0,327
160074,43220282,Alohause | Wall St | Opulent Room + Desk,336064553,49,Private room,0,0
160075,43220321,Alohause | Wall St | Prominent Room + Desk,336064553,75,Private room,0,38
160076,43220422,Alohause | Wall St | Beauty Room + Desk,336064553,69,Private room,0,161
160077,43220447,Brooklyn's Best- Sunny & Spacious Brownstone Apt,238380801,118,Entire home/apt,2,306
160078,43221134,3 bedrooms in brooklyn,204926318,200,Entire home/apt,3,365
160079,43222663,Large Sunny Bedroom,49164956,37,Private room,2,191
160080,43227650,Stylish Private Room,67122613,75,Private room,0,365
160081,43229329,Beautiful Loft Like Apartment in LUX BLDGw Terrace,216786331,225,Private room,0,180
160082,43229436,Beautiful Loft Like Apartment in LUX BLDGw Terrace,342266711,162,Entire home/apt,0,284
160083,43230667,"Charming, Designer- Decorated West Village Apt",6966802,112,Entire home/apt,0,60
160084,43230953,Beautiful 1 Bedroom in a Private Townhouse,209279462,75,Entire home/apt,3,240
160085,43231048,★ SPARKLING CLEAN ★ 2BR | ❤️ OF NYC | EMPIRE STATE,9133231,147,Entire home/apt,3,88
160086,43231672,"All Inclusive Manhattan Room In , Mins to Subway",137358866,42,Private room,0,160
160087,43235342,2 Bedroom apartment near to Times Sq.,72715655,260,Entire home/apt,13,179
160088,43235748,New-Amazing 2 Bedrooms-10 Mins. to Manhattan!,344281135,116,Entire home/apt,1,0
160089,43235852,Bronx White House Near the Jacobi hospital,129222253,289,Private room,0,354
160090,43235897,Alohause | East Village | Prominent room + Desk,260156883,29,Private room,0,7
160091,43235965,Alohause | East Village | Unbeatable room + Desk,260156883,29,Private room,0,7
160092,43236042,Alohause | East Village | Stylish & Bright room,260156883,29,Private room,1,69
160093,43236096,Alohause | East Village | Lighty & Cozy Room,260156883,56,Private room,0,38
160094,43236197,Alohause | East Village | Huge & Chic room + Desk,260156883,29,Private room,2,0
160095,43236427,FOR MEDICAL WORKERS! PRIVATE ROOM,334376746,48,Private room,1,365
160096,43236578,Beautiful Single Room in UWS,340101464,65,Private room,0,364
160097,43236917,Beautiful studio in TriBeCa,2075472,90,Entire home/apt,0,0
160098,43238743,"Nice, Warm Room 10 minutes from JFK Airport & Mall",273411799,37,Private room,10,66
160099,43239496,Beautiful garden access apartment,1119209,125,Entire home/apt,0,163
160100,43239727,NOT AVAILABLE PLEASE DO NOT BOOK,246034189,43,Private room,0,72
160101,43239732,Brooklyn Designer Suite | 3BD/1BA |Washer/Dryer,344320122,299,Entire home/apt,3,270
160102,43240084,Brooklyn Spacious Relaxation Retreat  3BD|2BA,344322713,150,Entire home/apt,3,338
160103,43240332,City zen loft,192590901,220,Entire home/apt,0,179
160104,43245711,Cozy East Village apartment,10459563,80,Entire home/apt,0,160
160105,43245890,Perfume lab duplex in New York artistic best Bushwick,319061072,266,Entire home/apt,0,364
160106,43245891,Pop studio in New York most artistic Bushwick,319061072,128,Entire home/apt,0,364
160107,43246368,Sunny spacious apartment in NYC,52049429,94,Entire home/apt,0,0
160108,43247249,Spacious & Quiet Private Room in Williamsburg!,179956799,60,Private room,0,268
160109,43247590,"Doorman,View of Central Park, Bright, Modern, Safe",1882820,125,Entire home/apt,0,176
160110,43247649,New York Marriott at the Brooklyn Bridge-King Room,211348815,250,Private room,0,0
160111,43247902,First Responders in MIDTOWN EAST- Patio included!,229498124,77,Entire home/apt,0,0
160112,43249521,Beautiful room with Character in Brooklyn,46348551,65,Private room,0,0
160113,43254233,Furnished 4BR apartment in Brooklyn.,226410657,126,Entire home/apt,0,336
160114,43255573,"Nice Sunnyside Room, Easy Commute to Manhattan",137358866,40,Private room,0,161
160115,43256993,Spacious One Bed in the Heart of Manhattan,344445728,125,Entire home/apt,0,0
160116,43257217,"Comfy Room in the Heart of Queens, NYC",306360226,70,Private room,0,179
160117,43258270,Luxury Furnished 1 Bedroom Midtown East,156777540,135,Entire home/apt,0,90
160118,43258432,Homey Two Bedroom Apartment in Midtown West,150199731,73,Entire home/apt,1,152
160119,43259587,Wide Bedroom Space w/ Toilet. Near Grand Central.,137358866,48,Private room,0,161
160120,43260130,Great room in Hamilton Heights!,29513739,45,Private room,0,364
160121,43260743,Bedstuy Beauty,70749598,115,Entire home/apt,0,88
160122,43260804,"Nice renovated room,tons of space.  Close to train",137358866,54,Private room,0,161
160123,43261879,State-of-the-art 2 bed apt in the Theatre District,9419684,439,Entire home/apt,0,352
160124,43261883,Lux 1 Bedroomapt in Times Square,9419684,203,Entire home/apt,0,364
160125,43261885,State-of-the-art 1 bed apt in Times Square,9419684,200,Entire home/apt,0,364
160126,43262156,Cozy shared room in a stunning apartment!,239396147,75,Private room,0,220
160127,43264586,Gorgeous sunny apt in the heart of Williamsburg,344492196,100,Entire home/apt,1,0
160128,43265776,"Citadines Connect 5th Ave, Premier King",340938089,97,Private room,3,77
160129,43265806,"Citadines Connect 5th Ave, Premier Double",340938089,98,Private room,3,159
160130,43265923,"Citadines Connect 5th Ave, Standard Room",340938089,103,Private room,0,237
160131,43266925,"Entire, peaceful 1BR apt in lovely Chelsea",3416555,105,Entire home/apt,1,45
160132,43267394,"One bedroom apartment in UWS, Lincoln center",286719010,150,Entire home/apt,0,0
160133,43267665,Furnished Studio Apartment,51548122,75,Private room,0,342
160134,43267756,Spacious Studio Apartment,51548122,80,Entire home/apt,1,302
160135,43268040,Room in Washington Heights,64539969,23,Private room,0,0
160136,43268186,Spacious Studio Apartment,51548122,70,Entire home/apt,0,266
160137,43268189,Spacious Studio Apartment,51548122,150,Private room,0,341
160138,43268524,Bright Studio Apartment,51548122,78,Entire home/apt,0,343
160139,43268567,Bright Studio Apartment,51548122,75,Private room,0,296
160140,43268620,Cozy Studio Apartment,51548122,125,Private room,0,249
160141,43268745,Cozy Studio Apartment,51548122,80,Entire home/apt,0,348
160142,43268790,Modern One Bedroom Apartment,51548122,145,Entire home/apt,2,292
160143,43268879,Nolita studio on Elizabeth Street,2202825,97,Entire home/apt,0,38
160144,43268899,Modern One Bedroom Apartment,51548122,90,Private room,2,284
160145,43269018,Very good Studio room! 2beds1bathroom,19303369,60,Entire home/apt,0,0
160146,43269154,All Private apartment in Blooklyn,334163301,59,Entire home/apt,0,0
160147,43269240,Private apartment in Nostrand,204704622,59,Entire home/apt,0,0
160148,43269341,Private apartment Private Bathroom Kichen,200239515,59,Entire home/apt,0,0
160149,43269486,"Cozy Nook in Sundrenched Loft, Bushwick",20759527,40,Private room,0,281
160150,43269715,"2 bedroom apt, spacious, prime Williamsburg.",25970549,120,Entire home/apt,2,95
160151,43270088,Oakland Lake & Walking Trail at Corner - 3BR House,4036685,65,Private room,0,249
160152,43271033,"138 Bowery, Suite with King Bed",51548122,135,Entire home/apt,4,359
160153,43273217,Lux 1 bedroom apt next to the Theatre District,9419684,160,Entire home/apt,0,363
160154,43273224,Top notch 1BR apt close to Columbus Circle,9419684,149,Entire home/apt,0,363
160155,43273227,•	Midtown East modern 1 bed apt with swimming pool,9419684,149,Entire home/apt,0,365
160156,43273232,High-end 1bed apt next to MOMA,9419684,149,Entire home/apt,0,363
160157,43273252,Midtown East modern 1bed apt next to MOMA,9419684,149,Entire home/apt,0,363
160158,43275029,Extremely Clean Room in Astoria for Long Stays,291879604,45,Private room,0,0
160159,43275742,Alohause | East Village | Charmy & Bright Room,260156883,39,Private room,0,343
160160,43277508,"NYC, W69th,2BR2 BA-ONE YEAR-Terrace- Parking  Spot",4381983,185,Entire home/apt,0,358
160161,43278189,☆☆New Discount☆☆ Whole Apartment / Next to Subway,3233986,120,Entire home/apt,0,0
160162,43280265,Lux 2 bed apt next to the Theatre District,9419684,289,Entire home/apt,0,363
160163,43280275,Top notch 2 bed apt close to Columbus Circle,9419684,289,Entire home/apt,0,363
160164,43280278,Midtown East modern 2 bed apt with swimming pool,9419684,289,Entire home/apt,0,363
160165,43284111,Alohause | Manhattan | Cozy & Tidy room,263022444,69,Private room,0,364
160166,43284251,Alohause | Manhattan | Terrific & Hosty room,263022444,89,Private room,0,364
160167,43284426,Small Cozy Bedroom in shared 2BR apt,49164956,32,Private room,1,313
160168,43285857,Deleted,344657177,128,Entire home/apt,2,4
160169,43286413,Studio room in Astoria,19303369,49,Entire home/apt,0,0
160170,43286899,AWESOME CHARMING ROOM B WITH ROOF DECK ACCESS :),4291007,99,Private room,0,327
160171,43286957,CHARMING ROOM C WITH ROOF DECK ACCESS :),4291007,99,Private room,2,334
160172,43287038,MODERN ROOM IN CHARMING AREA +SWEET ROOF 2,4291007,99,Private room,1,330
160173,43287114,MODERN ROOM IN CHARMING AREA+ SWEET ROOF A,4291007,99,Private room,0,160
160174,43287158,SUNNY ROOM C IN CHARMING AREA + ROOF DECK ACCESS!,4291007,99,Private room,0,250
160175,43287243,MODERN ROOM IN CHARMING AREA+ SWEET ROOF B loop,4291007,99,Private room,0,358
160176,43287352,MODERN ROOM IN CHARMING AREA+ SWEET ROOF C,4291007,99,Private room,0,352
160177,43287398,Amazing 2BR 2BA in West Village w/private terrace,60102990,250,Entire home/apt,0,309
160178,43289277,Warm and Inviting Upper East Side Retreat,20287743,108,Entire home/apt,0,176
160179,43289906,Sky Nest Studio - Home Away from Home | 5m to NYC,33320745,99,Entire home/apt,5,155
160180,43290706,Beautiful Upper West Side Apartment,51014452,222,Entire home/apt,2,157
160181,43292104,DUMBO Modern One Bedroom with soaring ceilings,31571,167,Entire home/apt,0,64
160182,43292248,Our space is your Second home,48176086,60,Private room,0,173
160183,43292319,Cozy & Spacious Condo in Upper Manhattan,18323134,167,Entire home/apt,0,365
160184,43292505,Buautiful Studio room in Astoria,200239515,55,Entire home/apt,0,0
160185,43292527,Simple room in Washington Heights,64539969,25,Private room,1,12
160186,43292588,New apartment Private room in Astoria,204704622,58,Entire home/apt,0,0
160187,43292640,Celebrity's basement apt. Queens Village,336001307,50,Private room,0,360
160188,43293165,$3000 6 mo sublease! CPW-Lincoln Sq studio Nov-Apr,853508,100,Entire home/apt,0,181
160189,43293291,Newly renovated & Furnished 4BR IN East Village,316201557,375,Entire home/apt,0,269
160190,43293588,Newly Renovated | Free Parking | Lux 3BD/1BA,344733747,250,Entire home/apt,3,364
160191,43293920,Welcome to NYC,344737629,65,Entire home/apt,0,263
160192,43296073,Contemporary & comfortable 1Bed/1Bath with pool,9419684,249,Entire home/apt,0,185
160193,43297952,Spacious and Eclectic NYC Loft - South Exposure,202942110,125,Entire home/apt,0,0
160194,43298227,SPLENDID 4Br / 2Ba Steps From Midtown,268452805,664,Entire home/apt,0,0
160195,43298710,Spacious 1 Bedroom (Full) in Upper West Side #202,305240193,115,Entire home/apt,0,328
160196,43298898,2 Bedroom Apartment in Heart of LES,10037350,75,Private room,0,180
160197,43299277,Airy Brooklyn Brownstone - 20% off monthly stays,10782510,90,Entire home/apt,1,0
160198,43300250,Cozy and private bedroom in Manhattan.,325616993,42,Private room,11,74
160199,43300870,Beautifully decorated & furnished room,339564354,150,Private room,0,94
160200,43301098,Private Greenpoint Apt with Private Roofdeck,7593283,120,Entire home/apt,0,0
160201,43301329,Enchanting Home w/ Epic Patio in Williamsburg,1401835,135,Entire home/apt,0,36
160202,43302163,Entire Cozy Studio Apartment Close To The City,7434934,80,Entire home/apt,0,313
160203,43302175,Private Loft In the Heart of the East Village,3279858,149,Entire home/apt,1,75
160204,43302530,5 BEDS IN DOWNTOWN MEATPACKING/CHELSEA!!,91268177,169,Private room,2,90
160205,43302971,Sweet space to stay.,344822808,60,Private room,0,0
160206,43303035,"Small, charming and with everything you need.",4881951,75,Entire home/apt,2,36
160207,43303274,NURSES HELPERS WELCOME! PRIVATE BEDROOM NEW YORK,286168272,39,Private room,1,103
160208,43303312,NURSES HELPERS DOCTORS WELCOME! New York BEDROOM,286168272,40,Private room,1,150
160209,43303313,NURSES HELPERS WELCOME!!,286168272,40,Private room,0,176
160210,43303571,Sunny apartment with river view in the Manhattan,258270733,180,Entire home/apt,0,90
160211,43308663,PERFECT PLACE FOR HELPERS AND CORRESPONDERS,286168272,40,Private room,3,158
160212,43309210,Charming 2 Bedroom Flat in prime East Village,188726696,169,Entire home/apt,0,130
160213,43309759,Spacious Queen 1 Bedroom in Upper West Side #242,305240193,113,Entire home/apt,0,364
160214,43309826,Spacious 1 Full Bedroom in Upper West Side #360,305240193,120,Entire home/apt,0,311
160215,43309906,Warm bedroom near JFK airport & shopping mall,273411799,30,Private room,1,97
160216,43310098,"138 Bowery, Classic Queen Room",51548122,100,Entire home/apt,3,353
160217,43310118,"138 Bowery, Classic Queen Room",51548122,165,Entire home/apt,0,342
160218,43310157,"138 Bowery, Classic Queen Room",51548122,71,Entire home/apt,0,168
160219,43310180,"138 Bowery, Classic Queen Room",51548122,80,Entire home/apt,6,353
160220,43310215,The Compound,10581418,56,Private room,0,365
160221,43310220,"138 Bowery, Classic Queen Room",51548122,100,Entire home/apt,3,354
160222,43310255,"138 Bowery, Classic Queen Room",51548122,100,Entire home/apt,4,353
160223,43310275,"138 Bowery, Classic Queen Room",51548122,165,Entire home/apt,0,357
160224,43310301,"138 Bowery, Classic Queen Room",51548122,75,Entire home/apt,0,294
160225,43310986,"138 Bowery, Vibrant Queen Room",51548122,100,Entire home/apt,2,82
160226,43311009,"138 Bowery, Vibrant Queen Room",51548122,100,Entire home/apt,2,82
160227,43311037,"138 Bowery, Vibrant Queen Room",51548122,165,Entire home/apt,0,80
160228,43311068,"138 Bowery, Vibrant Queen Room",51548122,80,Entire home/apt,4,314
160229,43311186,"138 Bowery, Airy Queen Room",51548122,100,Entire home/apt,8,364
160230,43311252,"138 Bowery, Airy Queen Room",51548122,100,Entire home/apt,13,351
160231,43311287,"138 Bowery, Airy Queen Room",51548122,70,Entire home/apt,6,110
160232,43311320,"138 Bowery, Airy Queen Room",51548122,85,Entire home/apt,0,331
160233,43311364,"138 Bowery, Grand Double Room",51548122,145,Entire home/apt,0,111
160234,43311409,"138 Bowery, Grand Double Room",51548122,145,Entire home/apt,2,364
160235,43311422,"138 Bowery, Grand Double Room",51548122,126,Entire home/apt,0,140
160236,43311448,"138 Bowery, Grand Double Room",51548122,145,Private room,0,358
160237,43311618,"Gorgeous Fidi Studio w/ Balcony, Natural Light",28241026,91,Entire home/apt,0,0
160238,43312793,Modern 1BR w/ Full Kitchen in Midtown,9419684,203,Entire home/apt,0,364
160239,43314501,Spacious 1 Queen Bedroom in Upper East Side #252,305240193,110,Entire home/apt,0,364
160240,43315188,"138 Bowery, Grand King Room",51548122,110,Entire home/apt,11,81
160241,43315235,"138 Bowery, Grand King Room",51548122,110,Entire home/apt,7,348
160242,43315277,"138 Bowery, Grand King Room",51548122,85,Entire home/apt,6,83
160243,43315319,"138 Bowery, Grand King Room",51548122,185,Private room,0,342
160244,43315428,"138 Bowery, King Studio Room",51548122,110,Entire home/apt,3,85
160245,43315455,"138 Bowery, Queen Studio Room",51548122,100,Entire home/apt,9,335
160246,43315528,"138 Bowery, Queen Studio Room",51548122,80,Entire home/apt,0,36
160247,43315639,"138 Bowery, Queen Studio Room",51548122,95,Entire home/apt,0,343
160248,43315653,BEST LOCATION 9bed/6bath (10Min to NYC) w Rooftop!,3005203,999,Entire home/apt,0,365
160249,43315659,Beautiful Brooklyn Heights 1BR Apt with a View,15942273,150,Entire home/apt,0,37
160250,43316108,"138 Bowery, Suite with King Bed",51548122,135,Entire home/apt,3,350
160251,43316452,East village room,79409639,100,Private room,0,173
160252,43317750,Bushwick Sanctuary,36952002,39,Private room,3,65
160253,43317855,1-bedroom with piano in the heart of Williamsburg,2394401,100,Entire home/apt,0,251
160254,43317941,JUNE JULY Room available 34th St/36th Ave,74250858,38,Private room,0,0
160255,43318365,Luxurious experience in the heart of Manhattan,344973251,100,Entire home/apt,0,90
160256,43318510,Brooklyn Home with a View,134203554,140,Entire home/apt,5,67
160257,43318702,Doorman building 5 min walk to CP,10730227,124,Entire home/apt,3,36
160258,43319202,Luxury Modern Home,114610224,275,Entire home/apt,0,0
160259,43319281,Soho Alcove Studio Apartment - Centrally Located,42545174,125,Entire home/apt,3,264
160260,43320440,"Fresh Comfort (14 min JFK, 7 min to LGA)",236018119,204,Entire home/apt,36,361
160261,43322738,2 BR in Greenwich village w tons of natural light,25067039,87,Entire home/apt,0,0
160262,43323507,Private room just 5min Walk to 4/5/6 Trains,344929418,53,Private room,0,341
160263,43324204,Furnished 3BR APT - Heart of East Village,316201557,314,Entire home/apt,0,270
160264,43324274,Sun Drenched 3 BR APT - East Villiage,316201557,328,Entire home/apt,0,270
160265,43324365,"Newly Renovated, Stunning 2BR APT",316201557,206,Entire home/apt,0,269
160266,43324444,Heart of East Village - Beautiful 1BR APT,316201557,202,Entire home/apt,0,269
160267,43324501,"Amazing, fully furnished 1BR APT in East Village",316201557,234,Entire home/apt,0,251
160268,43324727,2-bedroom apartment right next to Mt. Sinai West,302164,500,Entire home/apt,0,0
160269,43325142,Nice Room in Brooklyn 2-floor Condo With Balcony,70342942,50,Private room,0,0
160270,43325856,"Amazing, light-filled, 2-Bedroom Apartment",51777585,165,Entire home/apt,2,6
160271,43325883,Beautifully Renovated Apartment Near Chinatown NYC,16838156,110,Entire home/apt,0,364
160272,43326190,Relaxing comfortable place to enjoy!,344226106,55,Private room,0,363
160273,43326939,LOVE your NYC VACATION w/ a KING SUITE,345047300,360,Entire home/apt,0,365
160274,43327284,Roomy 1 Bedroom In Fantastic Midtown Location!,345008086,99,Entire home/apt,4,80
160275,43327286,UNIQUE 3 FLOOR APARTMENT. 25 MINS FROM CITY,312334680,70,Entire home/apt,0,179
160276,43328672,Private NYC 1BR | Upscale Building | Washer/D |GLS,30283594,299,Entire home/apt,0,89
160277,43328675,Clean & Spacious 1BR |Full Kitchen|Hell’s Kitchen,30283594,279,Entire home/apt,0,89
160278,43328685,amazing 1 Deluxe Br Near Broadway w amenities,30283594,249,Entire home/apt,0,364
160279,43329308,Central Park sun smart room with private bathroom,211428113,75,Private room,1,32
160280,43330389,"SoHo,Sleeps4,5min,Luxury,ComfyApt,",304043594,249,Entire home/apt,0,180
160281,43330828,Clean & Modern Studio | Washer/D | Work Desk | NYC,30283594,289,Entire home/apt,1,179
160282,43332186,Quiet Room in Modern Coliving Apt,303133969,67,Private room,0,364
160283,43332367,HUGE CONTEMPORARY DUPLEX 3 BR LUXURY APARTMENT,26643252,650,Entire home/apt,0,180
160284,43334707,3BR 2BA in prime location!,75566080,225,Entire home/apt,0,0
160285,43335442,Huge sunny apartment -15 min to manhattan,224726453,100,Entire home/apt,0,93
160286,43335847,1 private BR in a quiet environment,345135651,46,Private room,0,358
160287,43336316,JONA’S get away,271378458,250,Private room,0,365
160288,43337669,Beautiful Modern Bushwick Room (Morgan L),23006601,27,Private room,0,0
160289,43337817,Beautiful Modern Bushwick Room (Morgan L),23006601,35,Private room,0,0
160290,43338332,Family Studio near Times Square #54,345119728,76,Entire home/apt,5,312
160291,43339117,Lux Home |Prof Clean| Close to NYC & ALL Hospitals,342873987,186,Entire home/apt,6,176
160292,43340207,Cozy Zoom,256088916,50,Private room,1,87
160293,43340243,Sunlit Brooklyn Loft near Jefferson St.- 3 bedroom,15022070,100,Entire home/apt,0,179
160294,43340840,Private Room & Bath in Lux 2BD Williamsburg Apt,28648021,48,Private room,1,0
160295,43342124,Townhouse Designer Duplex w Private Roof Terrace,858366,400,Entire home/apt,0,202
160296,43342785,Large & Unique Duplex Apartment In Midtown NYC!,345090362,184,Entire home/apt,12,80
160297,43345352,Family Studio near Times Square #50,345231956,80,Entire home/apt,2,352
160298,43346425,$4300/mo. Downtown 2BR 2Bath Sleeps 5 Min.30 days,345244620,133,Entire home/apt,0,0
160299,43346893,Comfy Private Room near JFK  Lga Airport &Subway#2,296381335,39,Private room,15,178
160300,43348182,Brand New Room in Luxury Bed Stuy Apt,60514378,50,Private room,0,12
160301,43348459,Long Island City Studio w EmpireStateBuilding view,110094664,200,Entire home/apt,0,269
160302,43349448,Super Amazing one bedroom apartment Gramercy Park,345292086,499,Entire home/apt,0,365
160303,43349473,Diamond place to stay at Brooklyn/NYC,305666992,95,Entire home/apt,1,169
160304,43353993,Manhattan private room. affordable.,343394939,100,Private room,0,365
160305,43354537,1 Fully Furnished Rooms available -Upper West Side,13106591,32,Private room,1,38
160306,43354556,"Mod Midtown 1BR, w/ Balcony, Fitness center + Doorman by Blueground (NYC 496)",107434423,278,Entire home/apt,0,276
160307,43355067,Sun-Drenched Open Loft in the Heart of Bushwick,51538996,100,Entire home/apt,4,0
160308,43355249,The hassle free and affordable space you need,345364305,35,Private room,0,0
160309,43355338,Luxury Battery Park City Studio,7279114,110,Entire home/apt,0,365
160310,43355449,"Luxury,ComfyApt,SoHo,Sleeps5,3minToSub,GreatViews!",345364403,399,Entire home/apt,12,262
160311,43356132,Clean and cozy Apartment in upper Manhattan!,196058185,125,Entire home/apt,3,33
160312,43356178,*Times Square Luxury Apartment Private Room*,203862132,136,Private room,0,0
160313,43357020,"Beautiful, long-term furnished studio in Inwood",30865924,145,Entire home/apt,0,136
160314,43357084,HUGE ROOM - WASHER DRYER - MONTHLY RENTAL,231870747,34,Private room,0,0
160315,43357200,Shared Room in Modern Cozy Townhouse,339247336,35,Shared room,0,365
160316,43357832,Luxurious 2BR midtown penthouse with skyline view,66125531,1995,Entire home/apt,1,365
160317,43357908,Enchanting 2 bedroom apartment with private patio,3509546,225,Entire home/apt,0,0
160318,43358026,Bright & Spacious Studio in Charming West Village,5586362,125,Entire home/apt,2,50
160319,43358106,1st amazing bedrrom penthouse with skyline view,66125531,800,Private room,0,365
160320,43358159,2nd amazing bedroom penthouse with skyline view,66125531,800,Private room,0,365
160321,43358209,Amazing 1 bedroom in Gramercy Park,66125531,400,Private room,0,365
160322,43358364,Amazing two bedroom apartment near time square,345292086,1999,Entire home/apt,0,365
160323,43358518,Incredible Beach House -Spectacular Ocean View!,131664071,450,Entire home/apt,20,336
160324,43359420,A little apartment next to Manhattan Bridge,277972501,45,Shared room,0,363
160325,43359616,Apartment in the heart of Brighton beach avenue,23003173,214,Entire home/apt,0,1
160326,43362306,The place you love,345447741,175,Entire home/apt,0,178
160327,43364447,☆Private Apt Express Subway Station+Free Parking♥,34177401,83,Entire home/apt,1,66
160328,43364918,Waking up in Central Park,345468539,125,Entire home/apt,0,90
160329,43365797,PRIVATE BEDROOM IN MANHATTAN NEW YORK CITY,258247777,39,Private room,1,4
160330,43366075,Beautiful New apartment in Sunnyside,334163301,39,Private room,0,36
160331,43366160,★☆Sunnyside☆★ Locals favorite neighbor for living,334163301,45,Private room,0,22
160332,43366290,Beautiful New apartment in Sunnyside,200239515,35,Private room,0,0
160333,43366319,★☆Sunnyside☆★ Locals' favorite neighbor for living,200239515,29,Private room,0,0
160334,43366369,★☆Sunnyside☆★ Locals favorite neighbor for living,19303369,39,Private room,0,35
160335,43366401,Cozy + Chic Brooklyn Duplex,9381867,90,Entire home/apt,1,127
160336,43366411,★☆Sunnyside☆★ Locals' favorite neighbor for living,19303369,38,Private room,0,36
160337,43366580,Industrial Modern Close to Manhattan & Astoria,45317933,89,Entire home/apt,0,0
160338,43366638,★☆Sunnyside☆★ Huge room + Renovated bath & Kitchen,204704622,39,Private room,0,22
160339,43366674,★☆Sunnyside☆★ Locals favorite neighbor for living,204704622,39,Private room,0,4
160340,43367357,Luxury W Village Full Floor Condo Private Elevator,86297543,170,Entire home/apt,0,0
160341,43367498,Huge light-filled historic brownstone,43232214,200,Entire home/apt,0,126
160342,43367510,Beautiful Newly Renovated Brooklyn Apartment,345497509,91,Entire home/apt,18,158
160343,43367687,One cute room for rent !,176148987,30,Private room,4,0
160344,43370455,❤️❤️❤️TIME SQUARE MIDTOWN VIP luxury apt,193835968,1828,Entire home/apt,0,151
160345,43371304,1 Bedroom with work space,428210,118,Entire home/apt,0,282
160346,43371736,Greenpoint Trendy 1bed,904110,115,Entire home/apt,0,39
160347,43373151,2nd Floor Guest Suite (w/ full bath & Kitchenette),12062630,95,Entire home/apt,0,22
160348,43373344,This house is far Just 1-2min from this subway!,334163301,24,Private room,0,4
160349,43373846,R New 2 bedroom on Main St!  Everything! Parking!,342060071,141,Entire home/apt,1,90
160350,43373869,FF New 2 Bedroom! Main St! Everything! Parking!,342060071,149,Entire home/apt,0,63
160351,43374152,PRIVATE Bathroom 2min to subway+huge living,334163301,45,Private room,0,32
160352,43374344,Cozy neighborhood Subway M/R<2min> & 7 Line<5min>,334163301,29,Private room,0,0
160353,43374530,Beautiful Williamsburg Condo,4797754,115,Entire home/apt,4,152
160354,43374598,private room,344981618,30,Private room,1,148
160355,43374654,"Large room with Sofa, easy access to Manhattan",334163301,26,Private room,0,54
160356,43374709,7/E/F/M/R Subway train take you anywhere you want,334163301,39,Private room,1,17
160357,43374779,"Quiet Neighborhood, Easy commute",334163301,32,Private room,0,32
160358,43374823,Room with terrace! good  apartment in woodside,334163301,29,Private room,0,32
160359,43374884,5Subway take you to Manhattan Large room with sofa,19303369,27,Private room,0,57
160360,43374916,Antique style apartment & Renovated Bath,19303369,35,Private room,0,48
160361,43374958,Express Subway Stop Antique Kitchen &New Bathroom,19303369,29,Private room,0,32
160362,43374989,10min Express train(E&F),19303369,25,Private room,0,32
